company,career,info,duty,require,favor
고위드,경력 3년 이상,"[ 고위드 소개 ]
고위드는 ‘혁신성장기업에게 실시간 데이터를 기반으로, 최적의 타이밍에 최적의 금융과 프로세스를 공급하여, 효율적 성장에 기여한다’는 미션을 가진 B2B 플랫폼 기업입니다. 2020년, 국내 최초 스타트업 전용 법인카드 '고위드 카드'를 출시하며 첫해에만 누적 거래액 900억 원을 기록, 불과 5년 만에 3,500여 개 고객사 확보와 BEP 달성이라는 의미 있는 성과를 만들어냈습니다. 하지만 우리의 도전은 이제부터입니다.

최근 고위드는 [고위드 2.0 : Beyond Card] 를 선포하며, 카드 기반의 금융을 넘어 혁신 기업의 효율적 성장을 위한 플랫폼 기업으로 진화하고 있습니다.

고위드는 세 가지 핵심 사업부를 중심으로 성장의 전 과정을 함께 합니다.

• 코어뱅킹 : 최적의 타이밍에 최적의 금융을 위한 최고의 금융 공급자
• Fin-Ops : 혁신성장기업 맞춤형 스마트 재무 경영 파트너
• 플랫폼 : 신용과 규모의 경제를 활용해 최적의 재화 및 서비스를 가장 효율적으로 연결

이 세 가지 축이 맞물려, 고위드는 기업의 성장 여정을 함께 설계하는 진짜 파트너로 자리 잡고 있습니다.
우리는 2028년까지 30만 고객사와 함께 성장하며, 압도적인 속도로 시장을 확장해 나가고자 합니다.
지금 고위드에 합류한다면, 역동적인 B2B 플랫폼 시장 속에서 새로운 도전과 성취를 동시에 경험할 수 있습니다.


[ 팀 소개 ]
•고위드 플랫폼 사업부는 스타트업 비즈니스 운영에 필요한 솔루션과 자원을 ‘최소한의 비용’으로 ‘가장 편리하게’ 이용할 수 있도록 설계된 B2B 구독 커머스 플랫폼을 운영하고 고도화합니다.
• 내부적으로는 신용 평가, 자금 유동화, 파트너 협업, 제품 설계 등의 역량을 통합하여, 운영 효율성과 매출 성장을 동시에 달성하는 것이 목표입니다.
• 고객에게 불필요한 지출과 리스크를 줄이고, 필요한 서비스만을 유연하게 이용하며 핵심 성장에 집중할 수 있는 구조를 만듭니다.
• 고객 데이터를 기반으로 정교한 타겟팅과 반복 수익 모델을 설계해, 사업의 확장성과 안정성을 높입니다.
• 플랫폼 사업부에서는 운영부터 상품 기획, 리스크 설계, 파트너십, 고객 데이터 분석 등 전방위 스킬셋을 직접 경험하며 빠르게 성장할 수 있습니다.
• 특히 초기 고성장 서비스 팀으로서, 시장에 직접 영향을 미치는 전략 설계와 실행에 주도적으로 참여할 수 있습니다.



[ 근무 환경 ]
• 장소 : 서울시 강남구 도산대로 317, 15층
• 근무 조건 : 주 5일, 휴게시간 포함 9시간
• 근무 시간 : 자율 출근 (오전 8~10시 사이)","• 구독 사업의 신규 기회를 발굴하고 사업화 전략 및 성장 전략을 수립합니다.
• 새로운 상품/서비스를 기획하여 출시까지 전 과정을 리드합니다. (시장 조사 ＞ 타겟 정의 ＞ 비즈니스 모델 설계 ＞ 가격·조건 기획)
• 기존 상품·서비스의 모델 복제 및 확장 전략을 수립하고 실행합니다.
• 파트너사를 발굴·협상하고 제휴 계약을 체결하며 장기적인 파트너십을 관리합니다.
• 사업 및 상품 단위 P&L을 분석하고 수익성 개선 및 확장 가능성을 검토합니다.
• 고객 데이터와 시장 트렌드를 기반으로 신규 사업 및 확장 기회를 발굴하고 실행 우선순위를 결정합니다.
• 사업 확장과 운영 강화를 위해 내부 유관 부서(세일즈, 운영, 기술, 마케팅)와 협업을 주도합니다.
• 사업 성과를 측정하고 KPI 기반으로 전략을 지속 개선합니다.","• 3년 이상의 사업 개발(BD) 또는 사업 기획 경력을 가지고 있는 분
• 신규 서비스/상품 기획 및 론칭 경험이 있는 분
• 시장·경쟁사 분석을 통해 전략을 도출하고, 이를 실행까지 연결한 경험이 있는 분
• 숫자와 데이터 기반으로 사업 성과를 분석하고 의사결정할 수 있는 역량을 보유한 분
• 명확한 커뮤니케이션과 협업 능력을 보유한 분","• B2B SaaS, IT/핀테크 스타트업에서 신규 상품군 기획 또는 사업 개발 경험이 있는 분
• HW·SW 구독 상품 소싱 및 제휴 경험이 있는 분
• 제로 베이스에서 사업 구조를 설계하고 수익 모델을 구축해 본 경험이 있는 분
• 재무적 관점(P&L, ROI)에서 사업성을 검토·관리한 경험이 있는 분
• 반복 업무를 자동화하거나 AI 기반 효율화를 적용한 경험이 있는 분"
번개장터,경력 5년 이상,"| 합류하게 될 팀을 소개해요
• 번개장터는 이제 국내를 넘어 글로벌 고객에게까지 매력적인 상품들을 제공하고자 해요. Global PM팀은 번개장터 서비스 글로벌 확장을 위한 다양한 전략을 제품 관점에서 실행하는 핵심 팀이에요.
• 글로벌 트렌드로 급부상하고 있는 K-pop 카테고리를 필두로 다양한 글로벌 고객 접점과 솔루션을 제시하여 성장을 돕는 일을 수행해요.
• ‘세상 모든 물건에 가치를, 소비를 지속 가능하게’ 라는 비전에 공감하며, 스트레스 없는 리커머스를 위한 솔루션을 끊임없이 함께 고민할 동료를 찾고 있어요.

| 이런 성장을 기대할 수 있어요
• 누적 가입자 2천만, DAU 100만 트래픽을 가진 중고거래 플랫폼에서 더 좋은 서비스와 가치를 만들어 나가는 경험을 쌓을 수 있어요.
• 글로벌 중고거래 생태계 구축을 주도하며, 시장을 선도하는 프로덕트를 기획하고 론칭하는 경험을 쌓을 수 있어요.
• K-컬처 기반 글로벌 트렌드를 실제 성과로 연결하는 전문가의 역할을 할 수 있어요.
• 해외 파트너사와 협력하며 글로벌 비즈니스 감각과 문제 해결 역량을 키울 수 있어요.","• 번장 글로벌(Bunjang Global) 프로덕트 전반의 기획 및 개선을 주도해요.
• 신규 서비스와 기능을 기획하고 글로벌 확장 이니셔티브를 발굴하고 실행해요.
• 글로벌 사용자들이 번개장터 상품을 쉽게 탐색하고 구매 전환할 수 있도록 핵심 플로우를 개선해요.
• Product-led growth를 위한 다양한 신규 기능을 기획하고 운영해요.
• 해외 파트너(예: 메루카리)와의 협업 프로덕트 운영 및 신규 기능 연동 과제를 리드해요.
• 고객 인사이트를 도출하고, A/B 테스트 및 실험을 기획/운영하여 데이터 기반으로 제품 개선 효과를 검증해요.","• 5년 이상의 웹 또는 앱 서비스 기획/프로덕트 매니지먼트 경험을 보유하신 분
• ' 0 to 1' 단계의 신규 서비스/기능을 기획하고 출시까지 리드한 경험이 있으신 분
• 다수의 이해관계자(개발, 디자인, 사업, 파트너사 등)와 협업을 리드할 수 있는 커뮤니케이션 능력이 있으신 분
• 논리적·구조적 사고를 바탕으로 복잡한 문제를 해결하는 역량을 갖추신 분","• 커머스/리커머스/크로스보더 플랫폼 또는 글로벌 이커머스 관련 경험을 보유하신 분
• 해외 파트너사와의 원활한 협업이 가능한 수준의 영어 실력을 보유하신 분
• SQL을 활용해 핵심 지표를 확인하고, 제품 개선에 기여한 경험이 있으신 분"
프렌트립(프립),경력 2-10년,"프립은 150만 크루(유저), 3만 호스트와 함께하는 국내 No.1 취미 여가 플랫폼입니다.
우리는 다양한 경험이 개인의 삶을 더욱 풍성하게 만들어 줄 수 있다고 믿습니다. 이를 위해 사람들에게 다채로운 취미 여가 생활을 제안하여 누구나 쉽고 당연하게 세상을 탐험할 수 있는 환경을 만들고 있습니다.
현재까지 총 180억원의 투자를 유치했으며, 이를 바탕으로 프립은 단순히 상품을 제공하는 플랫폼을 넘어 프립과 함께 많은 사람들이 수많은 경험과 도전을 하며, 세상을 경험하고 즐길 수 있도록 서비스를 고도화하고 있습니다.
프립과 함께 취미 여가 문화를 혁신하고자 하는 멋진 탐험가를 찾고 있습니다.

[프립 CEO 인터뷰 영상 보기]
•","• 정부, 지자체 관련 프로젝트 수주 및 총괄 운영
• 다양한 방법으로 고객사(B2G)의 니즈에 부합하는 체험/여행 상품 기획 및 제안
• 고객사의 프로젝트를 수주하기 위한 전문적인 제휴 및 영업 활동","• B2G 관련 경력 2년 이상이신 분 (유관 경력 인정)
• 주도적으로 목표를 설정하고 성과를 이룰 수 있는 분
• 꼼꼼한 스케줄 운영 및 히스토리 아카이빙이 가능하신 분
• 뛰어난 커뮤니케이션과 협업 능력이 있으신 분
• 밝고 긍정적인 에너지를 가지신 분","• O2O서비스 및 동종 업계 경력자
• 꼼꼼하고 체계적인 운영 관리가 가능하신 분
• 다양한 사람들을 만나는 일에 흥미를 느끼는 분
• 영업 마인드와 도전 의식에 관심이 많은 분"
에이아이트릭스(AITRICS),경력 3년 이상,"[Vitalize Healthcare with AI]
'인공지능 기술로 사람의 생명을 살릴 수 있을까?'라는 질문에서 에이아이트릭스는 시작됐습니다. 우리는 인공지능 기술을 통해 의료의 한계를 뛰어넘을 수 있다면, 더 많은 사람들에게 보다 나은 의료 서비스를 제공할 수 있다고 생각합니다.
우리는 최고의 인공지능 역량을 바탕으로 의료 서비스의 질을 개선하고 환자의 건강을 보호하며, 의료진의 업무 효율성을 높이기 위해 최선을 다할 것입니다.

[About the Position]
AITRICS의 VD (Virtual Doctor) 팀은 ""생성형 인공지능(Generative AI)""을 기반으로 한 차세대 디지털 헬스케어 플랫폼을 개발하는 선도적 헬스테크 솔루션입니다. 우리는 생성형 AI 기술을 활용하여 환자 맞춤형 진료, 의료 데이터 기반 질병 예측, 의료진-환자간 커뮤니케이션 혁신 등, 미래 의료의 새로운 패러다임을 제시하고 있습니다.
이번에 함께하실 프로젝트 매니저는 국책 사업의 핵심 리더로서, 환자의 건강관리를 위한 AI 기반 '내원 후 관리(Post Care)' 서비스 의 성공적인 개발과 실증을 책임지게 됩니다. 이 포지션은 의료진과의 소통을 통해 서비스의 가치를 높이고, 사업의 비전과 성장을 직접 주도하는 핵심적인 역할을 담당합니다.","• 정부(국책) 연구개발 사업 수행: 사업 목표, 예산, 일정, 인력 계획, 감사, 정산 등 사업의 시작부터 종료까지 전반적인 계획 수립 및 실행을 담당합니다.
• 이해관계자 커뮤니케이션: 의료기관, 협력기관, 정부 부처 등 내/외부 이해관계자와의 긴밀한 협력을 통해 사업 일정 및 성과를 관리하고, 원활한 소통을 이끌어냅니다.
• 시장 및 기술 동향 분석: 의료 AI 시장 및 최신 기술(LLM 등) 동향을 분석하여 서비스의 경쟁력을 지속적으로 강화합니다.
운영 및 이슈 지원: 서비스 도입 및 운영 과정에서 발생하는 이슈에 대한 기술적, 운영적 지원을 수행합니다.
• 이해관계자 커뮤니케이션: 의료기관, 협력기관, 정부 부처 등 내/외부 이해관계자와의 긴밀한 협력을 통해 사업 일정 및 성과를 관리하고, 원활한 소통을 이끌어냅니다.
• 시장 및 기술 동향 분석: 의료 AI 시장 및 최신 기술(LLM 등) 동향을 분석하여 서비스의 경쟁력을 지속적으로 강화합니다.
• 운영 및 이슈 지원: 서비스 도입 및 운영 과정에서 발생하는 이슈에 대한 기술적, 운영적 지원을 총괄합니다.","• 정부 R&D 과제(산업부, 과기부, 중기부 등) 기획/운영/관리 경력을 3년 이상 보유하신 분
• 국책과제 수주부터 종결까지 A to Z 경험을 보유
• 의료 산업에 대한 이해와 AI 관련 국책 사업 과제 3년 이상의 실무 경험을 보유하신 분
• AI, LLM 등 인공지능 기술에 대한 기본적인 지식을 보유하신 분","• 연간 10억 원 규모 이상의 단일 과제 또는 다수 과제를 동시에 관리한 경험이 있으신 분
• PRO(Patient-Reported Outcome) 기반 서비스 제공 경험이 있으신 분
• 헬스케어/바이오 산업 (병원, 의료기기, 디지털 헬스케어 등) 관련 경력이 있으신 분"
팀스파르타,신입,"*인턴공고는 정규직으로 채용될 경우에 한하여 합격축하금 50만원이 지급됩니다.


■ 팀스파르타의 내일배움캠프를 소개해요
• 팀스파르타의 국비지원 IT 취업 부트캠프인 ""내일배움캠프""는 국내 온라인 국비지원 시장에서 규모 1위, 취업생 수 1위라는 성과를 달성하고 있습니다. 단순히 교육의 규모를 확장하는 것에 머무르지 않고, 보다 많은 사람들이 수준 높은 교육을 받을 수 있도록 진정성과 임팩트를 함께 추구합니다.
• AI, 웹, 앱, 게임, 데이터 분석, UI/UX 등 10개 이상의 IT 분야로 확장하며, 지금까지 누적 7,200명, 연간 4,200명 이상의 인재가 이 과정을 통해 커리어 전환에 성공했습니다. 단지 교육을 제공하는 데 그치지 않고 팀스파르타의 채용 플랫폼 및 외주·게임 사업과의 연계를 통해 수강생의 커리어 전환을 실질적으로 지원하며, 개인 뿐 아니라 더 큰 경제적·사회적 가치를 함께 만들어가는 것이 내일배움캠프가 지향하는 방향입니다.

■ 함께 할 동료의 한마디
• ""어떻게 하면 비전공자였던 사람들이, 몇 달 만에 실무에서 통하는 주니어 개발자로 성장할 수 있을까요?” 우리는 이 질문에 진심으로 답하며, 좋은 수준을 넘어 압도적인 몰입감과 성장을 경험할 수 있는 교육을 만들기 위해 항상 고민합니다. 고객의 목소리를 가장 가까이에서 듣고, 데이터와 실제 피드백을 바탕으로 교육 과정을 설계하며, ‘사람의 변화’를 현실로 만들어가는 여정을 이어가고 있어요. 교육을 넘어, 인생의 방향을 바꾸는 이 여정에 함께할 분을 진심으로 기다립니다!

■ 교육 운영기획 매니저에 대해 더 알아보고 싶으시다면?
• 교육 운영기획 매니저를 만나다! ＞","■ 합류하면 이런 업무를 해요
• IT 커리어 전환 부트캠프인 내일배움캠프 담당 트랙의 운영, 관리, 개선 등 성공을 위한 모든 것을 함께합니다.
• 트랙을 하나의 '제품'으로 바라보며, 정량/정성 지표와 가설을 바탕으로 문제를 정의하고 운영 방식을 개선합니다.
• 실력 평가를 바탕으로 수준별 학습, 특강 등을 기획하며, 커리큘럼 전반을 발전시킬 수 있는 액션을 기획합니다.
• 외부 이해관계자(튜터 등)의 채용 및 온보딩 과정을 거치며, 의견 조율을 통해 교육을 안정적으로 운영합니다.
• 수강생의 실력과 만족도 향상을 위한 각종 행사를 기획 및 운영합니다.
• 수강생의 삶의 전환점을 만들어 드리기 위해, 한 분 한 분 진심을 다해 목표를 이루는 과정을 함께합니다.

■ 적극 채용 중 담당 트랙
• 현재, 다양한 트랙의 교육 운영기획 매니저를 적극 채용중입니다.
• 지원 분야에서 희망 부문을 3순위까지 선택해주세요. (없으신 경우 ""선택 안 함"")
• 담당 트랙은 채용 과정에서 파악된 강점과 트랙 상황을 종합적으로 고려해 결정되기에, 반드시 희망 부문에 배정되는 것은 아닙니다.
• 선호하시는 부문은 배치 시 참고 자료로만 활용되며, 합격 여부에 전혀 영향을 미치지 않습니다.","■ 이런 분을 찾고 있어요
• 사람의 성장과 변화에 진심이며, 교육을 통해 긍정적인 임팩트를 만들고 싶은 분
• 문제를 명확하게 정의하고 우선순위를 설정하실 수 있는 분
• IT 교육 도메인에 관심이 많고, 고객의 삶의 전환점을 만들어줄 수 있는 진정성과 책임감이 있으신 분
• 고객의 니즈를 섬세하게 파악하며, 유연하고 성숙한 커뮤니케이션으로 이해관계자들의 의견을 원활하게 조율하실 수 있는 분",없음
씨메스(CMES),경력 3년 이상,"우리는 AI와 로보틱스 기술을 통해 산업 현장의 자동화와 지능화를 실현합니다. 로봇 하드웨어와 소프트웨어가 유기적으로 통합되어 작동하는 실질적인 제품을 만들고, 고객 맞춤형 SI 프로젝트와 표준화된 제품화 로드맵을 함께 운영하며 산업 자동화의 새로운 기준을 함께 만들어갈 Project Manager를 찾습니다.","1. 제품 기획 및 실행 전략 수립
• 기술기획자 및 유관 부서와 협업해 로봇 시스템의 구조, 기능, 통합 흐름 정의
• 고객 니즈, 기술 트렌드, 시장 동향을 기반으로 제품 방향성과 개발 우선순위 수립
• 제품화 로드맵 및 SI 프로젝트 운영 전략 수립
2. HW-SW 통합 개발 조직 운영
• 로봇 하드웨어(Arm, AGV, 센서 등)와 소프트웨어(AI, 비전, 제어로직 등) 개발 조직 간 조율
• Sprint 기반 애자일 운영(SW 중심)과 단계형 게이트 관리(HW 중심)를 혼합 적용
• 개발 일정, 리소스, 리스크를 고려한 통합 운영 및 검증 계획 수립
3. 고객 중심 제품화 및 도입 지원
• PoC 및 현장 테스트를 통해 제품 동작성과 신뢰성 확보
• 고객사 및 내부 조직과의 협업을 통한 도입 계획 수립 및 실행 지원
• 사용자 피드백 기반 개선사항 도출 및 반복 적용
4. 커뮤니케이션 및 산출물 관리
• PRD, 통합 기능 정의서, 릴리스 노트 등 핵심 문서 작성 및 표준화
• 경영진, 기술 조직, 고객사 대상 제품 브리핑 및 커뮤니케이션 주도
• 협력사 및 외부 파트너와의 기술적 연계 관점 조율","• HW-SW 복합 제품의 PM 또는 기술기획/개발 리딩 경험 3년 이상
• 국책과제 제안, 수행, 관리 경험이 있으신 분 (정부 R&D 과제, 산업부/과기부 등 공공기관 프로젝트)
• 국책과제 사업계획서 작성 및 산출물 관리 경험이 있으신 분
• 복잡한 문제를 구조화하고 기술/비즈니스 간 연결 관점을 제시할 수 있는 사고력이 있는 분
• 다양한 부서와 효과적으로 협업하고 커뮤니케이션할 수 있는 역량을 보유하신 분
• Jira 등 PMS 도구를 활용해 제품 개발 프로세스를 효율적으로 관리한 경험이 있는 분
• Figma, MS Office(Excel 등), Notion 등 도구 활용에 능숙하신 분","• 로봇 또는 물류 자동화 시스템 관련 프로젝트 경험이 있으신 분
• 국책과제를 통한 기술검증, 표준화 활동 경험이 있으신 분
• 산학연(대학·연구소·기업) 공동 연구 및 컨소시엄 운영 경험이 있으신 분
• 과제 기획 및 평가 대응, 연구비 관리, 성과 보고 등 행정/프로세스 운영 경험이 있으신 분
• AI 비전, 로봇 제어, 통합 테스트 등 기술 이해도가 있는 분
• 고객 맞춤형 SI와 제품형 솔루션을 동시에 운영해 본 경험이 있으신 분
• 국책 과제, 리서치 기반 제품 기획 경험이 있으신 분
• 글로벌 협업 경험 및 비즈니스 영어 커뮤니케이션 능력이 있는 분"
제논,경력 5-20년,"생성 AI(Gen AI)로 기업의 혁신을 켜는(On) 제논

제논은 생성형 AI 기반의 B2B 솔루션을 제공하는 인공지능(AI) 전문 기업입니다.
국내 최초의 AI 전문 컨설팅펌으로 출발한 제논은 비즈니스와 AI, IT에 대한 전문 지식과 다양한 산업 적용 경험을 바탕으로 AI 전략 수립부터 모델 개발, 시스템 구축까지 전 과정을 아우르는 통합 서비스를 제공합니다.

제논의 핵심 경쟁력은 지난 8년 동안 200여개 이상의 다양한 AI 프로젝트를 수행하며 확보한 여러 AI 분야에 기술 역량과 전 산업 영역에 걸쳐진 고객사들의 문제를 해결했던 경험과 노하우에서 기반합니다. 기업 고객이 현장에서 더욱 고도화된 업무 혁신을 실현할 수 있도록 LLM과 생성형 AI에 기반을 둔 인공지능 솔루션올 통해 End-to-End 인공지능 프로페셔널 서비스를 선보이고 있습니다.

제논은 생성형 AI 기술의 연구·개발 역량과 AI 전략 컨설팅 전문성을 바탕으로, 다양한 기업 고객의 니즈에 최적화된 솔루션을 개발하는 데 집중하고 있습니다. 특히 AI 모델 개발부터 데이터 분석, 업무 자동화, 에이전트 설계에 이르기까지 AI 서비스 구현과 적용에 필요한 모든 단계에 걸친 통합형 서비스를 제공하며, 실제 사용자 환경에서 바로 적용 가능한 형태로 높은 완성도의 결과물을 창출합니다.","• 인공지능 솔루션 고객 제안 활동 (프로젝트 요건 확인/협의, 제안서 작성 등)
• 고객사의 비즈니스 요구사항을 이해하고, 이를 반영한 AI 프로젝트 계획 및 실행 총괄
• LLM과 생성형 AI기술에 기반을 둔 인공지능 솔루션을 활용하여 고객사 맞춤형 프로젝트를 기획
• 프로젝트의 일정, 예산, 리소스 관리를 담당
• 프로젝트 진행 상황을 체계적으로 모니터링하고 보고서를 작성하여 고객사 및 내부 이해관계자 공유
• 다양한 내부 팀과 협력하여 프로젝트 목표를 달성, 고객사와 원활한 소통을 유지하며 신뢰 구축","• PM 업무 경력 최소 5년 이상
• 인공지능 전반에 대한 기본 지식과 이해 보유, 이를 비즈니스 요구와 연계할 수 있는 능력
• AI 프로젝트 관리 및 B2B 고객사 프로젝트 경험 보유
• 프로젝트 관리 소프트웨어 사용 경험, 프로젝트 관리 프로세스(PMP, 애자일 등)에 대한 이해
• 고객사와의 신뢰관계 구축을 위한 탁월한 의사소통 및 협상 능력
• 다수의 팀과 협력 가능한 조직 관리 및 팀 협업 능력
• 데이터 및 성과 기반의 보고서 작성, 결과 분석을 통해 프로젝트 성과를 객관적으로 입증 가능자","• LLM, RAG, 멀티모달 모델을 포함한 최신 AI 기술 프로젝트 경험 보유
• 대규모 B2B 고객사 프로젝트 관리 경험이 있고 복잡한 요구사항을 효과적으로 조율한 경험
• 컨설팅 회사나 대규모 AI 프로젝트에서의 PM 역할 수행 경험
• 고객사 맞춤형 AI 솔루션 기획 및 최적화, AI 프로젝트 기술적 요구사항 분석 및 설계 경험
• k8s 에 대한 기본적인 이해와 사용 경험
• 대기업 SI 프로젝트 개발 및 산출물 문서화 경험"
빗썸,경력 5-15년,"세상의 모든 가치가 거래되는 곳,
대한민국 대표 가상자산 거래소 빗썸에서 함께 성장할 동료를 찾고 있습니다.

빗썸은 매일 100만명이 방문하고 하루 평균 약 2조 2천억원에 달하는 가상자산이 거래되는, 그리고 월렛(Wallet)과 대체불가능토큰(Non-Fungible Token, NFT), 메타버스(Metaverse) 등의 기술을 바탕으로 블록체인 기반의 암호화폐 생태계를 선도하고 있는 대한민국 최고의 가상자산 거래소입니다.

대용량 트래픽을 안정적으로 처리할 수 있는 고성능 체결엔진을 바탕으로 투명하고 공정한 검증을 거쳐 상장된 가상자산과, NFT를 포함한 다양한 블록체인 기반 콘텐츠 상품군을 통해 이용자에게 최적의 트레이딩 서비스를 제공하는 것을 목표로, 빗썸은 오늘도 빠르게 성장하고 있습니다.","• 비즈니스에 대한 분석을 바탕으로 프로모션/서비스 기획
• 프로모션/서비스 성과 분석 및 인사이트를 통한 개선 활동
• 고객 행태 분석을 통한 CRM 프로그램 기획 및 운영
• 대고객 커뮤니케이션 메시지 기획 및 운영
• 대외 협력 기관 커뮤니케이션",• 5년 이상의 마케팅 경력을 보유하신 분,"• 멤버십 및 CRM 전략 기획 및 운영 경험이 있으신 분
• 지치지 않는 열정을 갖고 계신 분
• 창의적인 아이디어를 바탕으로 기획 및 실행 경험이 있으신 분
• 디자인 업무 툴 활용 능력이 우수하신 분
• 대고객 커뮤니케이션 능력이 우수하신 분
• 가상자산 사업 분야에 관심이 많으신 분
• 데이터를 활용한 논리적 사고 능력이 우수하신 분
• 동종 업계 경험이 있으신 분"
에너자이(ENERZAi),신입-경력 10년,"[회사 소개]
에너자이는 ‘모든 이들이 모든 사물을 통해 최고의 AI를 경험할 수 있도록’이라는 비전 아래 AI 혁신을 선도하고 있는 AI 소프트웨어 기업입니다. 실제 제품 및 서비스 환경에서 AI 모델이 우수한 성능으로 동작하기 위해서는 AI 모델 및 하드웨어를 모두 고려한 AI 최적화가 필수적이며, 에너자이는 업계 최고 수준의 AI 최적화 기술을 기반으로 고객의 AI 역량 강화에 기여하고 있습니다.

에너자이는 뛰어난 기술력을 바탕으로 국제 저명 학회 CVPR 주최 Mobile AI Challenge에 참가하여 Xiaomi, Huawei 등의 글로벌 기업들을 제치고 우수한 성적으로 입상하였으며, 이후 그 기술력 및 사업성을 인정받아 Intel, Microsoft, Arm, NVIDIA, Qualcomm, Renesas Electronics, Synaptics, 삼성전자 등의 글로벌 대기업들과 파트너쉽을 체결하고 협력을 진행하고 있습니다. 2025년에는 엣지 AI 및 비전 얼라이언스(Edge AI and Vision Alliance)가 Edge AI 분야 산업 혁신을 주도한 기업에 수여하는 2025 올해의 제품상(The Product of the Year Award)을 수상했습니다.

에너자이는 현재 정확도 손실 없이 대상 하드웨어에서 AI 추론 성능을 획기적으로 향상시키는 AI 추론 엔진 ‘Optimium’을 비롯해, 고도화된 양자화 기술과 Optimium 기반의 커널 최적화 기술을 결합한 고성능 On-device AI 솔루션을 개발해 디바이스 제조사, AI 서비스 기업, 그리고 반도체 팹리스·IP 기업 등에 제공하고 있습니다.

[주요 제품 및 솔루션 소개]
1. 차세대 AI 추론 엔진 Optimium
• 학습된 AI 모델의 정확도를 유지하면서 대상 하드웨어 환경에서의 추론 속도를 획기적으로 향상시킬 수 있는 AI 추론 엔진
• CPU 대상 추론 최적화를 지원하고 있으며, 지원 범위 내 기존 AI 추론 엔진 대비 압도적인 성능 우위 보유 (2025년내 GPU 대상 추론 최적화 지원 예정)
• 4bit 이하의 Low-bit AI 모델에 대한 최적화된 Kernel 지원
• Reference
• 제품 홈페이지:","• 글로벌 및 국내 시장/기술 트렌드 분석을 통한 비즈니스 인사이트 도출
• 신규 대상 고객사 타겟팅 및 발굴, 리드 제네레이션 수행
• 고객 요구사항 분석을 통한 자사 제품/기술 기반 최적의 솔루션 제공
• 고객사/파트너사와의 정기적 커뮤니케이션을 통한 관계 강화 및 신규 협업 기회 창출
• 전시회/컨퍼런스 등 행사 기획/참가를 통한 마케팅 수행 및 파트너쉽 확대
• 소개 자료, 제안서, 발표 자료 등 작성 및 프레젠테이션 수행
• 홈페이지, LinkedIn, 테크 블로그 등 B2B 채널 운영을 위한 컨텐츠 기획/작성/관리
• 사내 제품/기술 부서와의 협업 및 커뮤니케이션","• 경력 10년 미만 (신입 지원 가능)
• AI/반도체 등 기술 분야에 대한 기본 이해와 높은 관심
• 논리적 사고를 기반으로 한 Problem-solving 역량
• 현장에서 직접 부딪힐 수 있는 추진력과 열정
• 빠르게 성장하는 스타트업에서 업무를 주도적으로 추진할 Ownership
• 우수한 Communication 역량
• 비즈니스 레벨의 영어 능력
• 중급 이상의 MS Office(PPT, Excel, Word 등) 활용 능력","• AI/반도체 등 기술 분야에서의 전략기획/사업개발 업무 경험
• AI/반도체 등 기술 분야에 대한 심화된 기술 지식 및 이해도
• 신규 고객사 발굴 및 시장 개척 경험
• 기존 고객사/파트너사와의 관계 관리 및 고객 성공 경험
• 전시회/컨퍼런스 등 행사 기획/참가 경험
• 홈페이지, LinkedIn, 테크블로그 등 B2B 마케팅 채널 운영 경험"
마카롱팩토리,신입,"'차량 관리의 새 기준을 세웁니다'

차량 관리 앱 1위 ‘마이클’을 운영하는 마카롱팩토리입니다.
차를 탈수록 고민도 늘어납니다. 언제 무엇을 고쳐야 할지, 어디로 가야 할지, 가격은 적정한지.

마이클은 이러한 고민을 해결하기 위한 O2O 정비 예약 플랫폼으로,
이 모든 과정을 더 쉽고 투명하게 만들며 정비 시장을 바꾸고 있습니다.

마이클이 달리는 길은 경쟁이 아닌 개척입니다.
• 국내 차량 관리 앱 1위
• 누적 차량 등록 570만 대, 월간 활성 사용자 80만 명
• 전국 2,000개 이상 정비소 입점
*전국 정비소 10곳 중 1곳이 마이클
• 누적 예약 140만 건
*입점 정비소 고객 4명 중 1명이 마이클을 통해 방문

우리가 만들어낸 성장은 전체 정비 시장의 단 1%에 불과합니다.
이제 남은 99%를 함께 바꿔나갈 시간입니다.

2,500만 운전자의 국민 서비스, 그 여정에 함께하세요.

＜ 합류할 포지션 소개 ＞
• 경계 없이 몰입하는 해결사, 비즈니스 매니저 인터뷰 :","*비즈니스 매니저는 사업 및 서비스 이해를 위해 세일즈 업무부터 수행합니다.
• 마이클 비즈니스 성장을 위한 문제정의, 실행 및 분석 전반의 업무
• 마이클 O2O 비즈니스 파트너 기획 및 제휴 실행
• 마이클 O2O 비즈니스 상품 기획 및 분석, 실행
• 마이클 O2O 상품별 리더와 성장 전략 전반 실행","• 인턴(수습기간) 3개월 평가 후 정규직 전환이 가능한 분 (졸업 예정자 또는 기졸업자)
• PO로 커리어 준비를 해오신 분, 또는 커리어 쌓기를 희망하는 분
• 마켓플레이스/플랫폼 서비스에 대한 관심을 가지고 있는 분
• 모바일 서비스에 대한 관심을 가지고 있는 분
• 적극적인 의사소통으로 오버커뮤니케이션 하는 분
• 스스로 일을 계획하고 실행하는 데 성취감을 느끼는 분",없음
